,Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Strength,Concrete_Grade
670,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75,C16/20
671,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,C30/37
672,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,C50/60
673,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,C40/50
674,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,C45/55
675,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,C40/50
676,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,NoClass
677,262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72,C25/30
678,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27,C30/37
679,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,C40/50
680,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27,NoClass
681,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79,C16/20
682,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,C16/20
683,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,C16/20
684,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,C30/37
685,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,NoClass
686,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,C16/20
687,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,C25/30
688,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,C50/60
689,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,C12/15
690,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25,C25/30
691,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,C25/30
692,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3,C30/37
693,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,C20/25
694,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,C20/25
695,350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,C12/15
696,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,C50/60
697,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,C30/37
698,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,NoClass
699,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,C30/37
700,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,C25/30
701,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,C30/37
702,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,C45/55
703,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,C25/30
704,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,C35/45
705,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,NoClass
706,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,C50/60
707,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57,C30/37
708,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,C20/25
709,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,C25/30
710,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28,C12/15
711,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,C30/37
712,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,C25/30
713,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,C16/20
714,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,C45/55
715,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,C30/37
716,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,C25/30
717,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,C35/45
718,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,C25/30
719,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,C30/37
720,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,C30/37
721,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,C50/60
722,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,C50/60
723,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,C20/25
724,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,C12/15
725,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,C30/37
726,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,C12/15
727,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,C20/25
728,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,C12/15
729,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,C16/20
730,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03,C12/15
731,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,C25/30
732,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,C20/25
733,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,C45/55
734,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,C12/15
735,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,C50/60
736,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,C12/15
737,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04,C40/50
738,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,C12/15
739,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,C50/60
740,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05,C30/37
741,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45,C40/50
742,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,C16/20
743,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,C50/60
744,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,C16/20
745,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,C30/37
746,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,C30/37
747,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,C35/45
748,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,C30/37
749,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,C30/37
750,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,C25/30
751,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,C25/30
752,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,C16/20
753,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,C20/25
754,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,C30/37
755,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,C50/60
756,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1,C20/25
757,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,C50/60
758,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,C25/30
759,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,C20/25
760,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26,C20/25
761,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,C25/30
762,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,C12/15
763,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,C40/50
764,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,C30/37
765,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28,C30/37
766,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,C30/37
767,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,C30/37
768,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,C35/45
769,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,C20/25
770,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52,C30/37
771,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,C25/30
772,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,C40/50
773,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,C50/60
774,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,C25/30
775,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,C50/60
776,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,C50/60
777,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,C25/30
778,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,C25/30
779,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,NoClass
780,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,C30/37
781,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,C20/25
782,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,C12/15
783,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,NoClass
784,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,C25/30
785,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,C50/60
786,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,C50/60
787,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,C40/50
788,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,NoClass
789,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,C40/50
790,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,C25/30
791,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,NoClass
792,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,C30/37
793,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,NoClass
794,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,C30/37
795,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,C40/50
796,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,C50/60
797,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,C25/30
798,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,NoClass
799,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,C12/15
800,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52,C40/50
801,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,NoClass
802,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,C16/20
803,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,NoClass
804,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,C20/25
805,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,NoClass
806,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,C40/50
807,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,C35/45
808,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,C30/37
809,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,C16/20
810,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,C25/30
811,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,C12/15
812,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,NoClass
813,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,C40/50
814,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,C30/37
815,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,C25/30
816,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56,C20/25
817,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,C50/60
818,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,C50/60
819,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45,C30/37
820,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,C16/20
821,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,C16/20
822,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,C30/37
823,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,C12/15
824,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,NoClass
825,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,C25/30
826,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,C30/37
827,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,C12/15
828,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,C25/30
829,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,C30/37
830,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,C30/37
831,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,C30/37
832,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,C35/45
833,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2,C45/55
834,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,C30/37
835,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,C16/20
836,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,C20/25
837,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,C16/20
838,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,C35/45
839,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,C25/30
840,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,C40/50
841,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,C12/15
842,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23,C35/45
843,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99,C20/25
844,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,C45/55
845,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,C50/60
846,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,C25/30
847,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,C30/37
848,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,C20/25
849,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,C25/30
850,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,C30/37
851,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,C12/15
852,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,C20/25
853,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,C12/15
854,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,C50/60
855,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,NoClass
856,288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13,C30/37
857,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89,C16/20
858,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,C30/37
859,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,C35/45
860,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,C12/15
861,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,C12/15
862,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34,C12/15
863,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,C35/45
864,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,C25/30
865,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,NoClass
866,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,NoClass
867,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,C25/30
868,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,C25/30
869,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,C45/55
870,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,NoClass
871,336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87,C30/37
872,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,C16/20
873,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,C35/45
874,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,C30/37
875,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,C16/20
876,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,C25/30
877,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,NoClass
878,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,NoClass
879,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,C25/30
880,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,C16/20
881,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,NoClass
882,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54,NoClass
883,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,C35/45
884,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35,C25/30
885,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68,C25/30
886,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,C16/20
887,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,C45/55
888,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,NoClass
889,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,C16/20
890,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,C30/37
891,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44,C25/30
892,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,C45/55
893,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,C50/60
894,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61,C45/55
895,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,C20/25
896,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,C40/50
897,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,C20/25
898,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,C45/55
899,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,C50/60
900,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,NoClass
901,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,C30/37
902,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,C45/55
903,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,C25/30
904,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,NoClass
905,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,C30/37
906,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,C16/20
907,147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99,C12/15
908,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,NoClass
909,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,C50/60
910,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,C25/30
911,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68,C20/25
912,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,C45/55
913,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,C20/25
914,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,NoClass
915,139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,C25/30
916,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74,C16/20
917,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,C25/30
918,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,C20/25
919,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,C35/45
920,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,C25/30
921,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,C25/30
922,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,C30/37
923,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,C25/30
924,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94,NoClass
925,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,C16/20
926,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,C30/37
927,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,C45/55
928,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,C30/37
929,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,C35/45
930,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,C16/20
931,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,C16/20
932,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,C20/25
933,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,C30/37
934,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,C45/55
935,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,C50/60
936,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,C25/30
937,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,C40/50
938,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,C50/60
939,397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94,C25/30
940,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,C12/15
941,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,C12/15
942,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,NoClass
943,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,C25/30
944,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,C50/60
945,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,NoClass
946,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,C30/37
947,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,C30/37
948,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,C25/30
949,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,C40/50
950,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,C30/37
951,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,C20/25
952,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,C50/60
953,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,C30/37
954,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18,NoClass
955,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,C20/25
956,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,C40/50
957,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,C25/30
958,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,C25/30
959,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52,C30/37
960,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,NoClass
961,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,C35/45
962,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,C35/45
963,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,C50/60
964,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,C25/30
965,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,C40/50
966,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,C30/37
967,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,C20/25
968,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,C30/37
969,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,C50/60
970,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,C12/15
971,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,C12/15
972,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,NoClass
973,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,C25/30
974,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44,C25/30
975,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,C50/60
976,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,NoClass
977,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,C30/37
978,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,NoClass
979,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2,C50/60
980,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68,C20/25
981,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96,C25/30
982,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,C30/37
983,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,C25/30
984,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,C45/55
985,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,C25/30
986,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,C12/15
987,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,C16/20
988,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,C30/37
989,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,C45/55
990,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29,NoClass
991,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06,C30/37
992,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,C35/45
993,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,C30/37
994,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,C35/45
995,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99,C12/15
996,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,C35/45
997,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,C30/37
998,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,C16/20
999,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,C16/20
1000,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,C35/45
1001,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,NoClass
1002,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,C30/37
1003,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,C20/25
1004,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,C12/15
1005,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,NoClass
